Concept ID,Concept Name,Industry,Problem Area,Target User,Delivery Complexity (1-10),Strategic Fit (1-10),Customer ID,Segment,Demo Date,Feedback Score (1-10),Follow-Up Requested,Decision Maker Present,Objections Count,Trial Sessions,Feature Clicks,Repeat Usage Days,Active Users,Time Spent (min),Abandoned Features,Pilot Interest (1-10),Urgency Score (1-10),Budget Signal (1-10),Willingness To Pay (%),Expected Value ($),Implementation Risk (1-10),Customer Comments,Pain Point Statements,Objection Themes,Requested Capabilities,Commercial Outcome
CPT-1342,Customer Support Assistant 51,HR Tech,Workflow Automation,IT Admin,4,3.0,CUST-2342,SMB,2024-03-15,3.5,1,0.0,3.0,26,208,3,6,68.2,6,2,4,3.0,29.00%,9821.0,6,"The sandbox trial exceeded expectations, several teams want access.",lack of visibility across teams,unclear ROI,better reporting,Archive
CPT-1343,Personalization Assistant 52,Healthcare,Customer Support,Frontline Agent,3,3.0,CUST-2343,Enterprise,2024-06-25,1.2,0,0.0,2.0,0,0,3,1,69.2,10,1,3,4.0,46.00%,14513.0,5,Interesting concept but we need to validate ROI before committing budget.,onboarding new staff is painful,unclear ROI,better reporting,Archive
CPT-1344,Fraud Detection Assistant 53,FinTech,Fraud Detection,Data Analyst,3,7.0,CUST-2344,Mid-Market,2025-02-12,5.9,0,1.0,3.0,19,168,16,14,126.5,5,5,5,6.0,63.00%,59175.0,3,Security and compliance review would be required before adoption.,customer response times are too slow,limited vendor track record,offline mode,Incubate
CPT-1345,Forecasting Assistant 54,Retail,Compliance Monitoring,Frontline Agent,6,4.0,CUST-2345,Startup,2024-04-19,4.7,0,0.0,4.0,12,100,6,25,132.5,1,4,5,5.0,67.00%,35930.0,7,Security and compliance review would be required before adoption.,too many false positives,limited vendor track record,multi-language support,Archive
CPT-1346,Predictive Analytics Assistant 55,EdTech,Compliance Monitoring,Frontline Agent,4,5.0,CUST-2346,Enterprise,2024-02-15,4.5,0,0.0,7.0,9,68,4,14,205.1,3,4,7,5.0,,23163.0,7,"The sandbox trial exceeded expectations, several teams want access.",data lives in silos,unclear ROI,role-based permissions,Archive
CPT-1347,Workflow Automation Assistant 56,Retail,Workflow Automation,Product Manager,5,7.0,CUST-2347,Enterprise,2024-08-23,7.3,0,0.0,0.0,36,396,25,39,242.2,2,10,7,7.0,56.00%,21658.0,7,"Not a priority right now, but worth revisiting next quarter.",data lives in silos,none,mobile access,Customer Pilot
CPT-1348,Compliance Monitoring Assistant 57,Legal Tech,Personalization,Small Business Owner,6,8.0,CUST-2348,Startup,2024-11-11,6.8,1,1.0,1.0,24,239,20,35,131.9,0,8,7,6.0,70.00%,18783.0,7,"Not a priority right now, but worth revisiting next quarter.",data lives in silos,data privacy concerns,offline mode,Customer Pilot
CPT-1349,Forecasting Assistant 58,Manufacturing,Customer Support,IT Admin,6,5.0,CUST-2349,SMB,2024-02-24,7.0,1,0.0,2.0,24,105,18,41,218.9,4,6,6,,57.00%,28263.0,8,"The sandbox trial exceeded expectations, several teams want access.",too many tools that don't talk to each other,unclear ROI,mobile access,Incubate
CPT-1350,Fraud Detection Assistant 59,Consumer Apps,Personalization,IT Admin,7,9.0,CUST-2350,Startup,2024-03-20,10.0,1,0.0,0.0,38,151,27,60,300.0,1,10,7,6.0,56.00%,17625.0,3,"The demo saved us a lot of manual work, we'd like to see a pilot.",compliance checks are manual,none,multi-language support,MVP Build
CPT-1351,Forecasting Assistant 60,Logistics,Workflow Automation,Frontline Agent,5,6.0,CUST-2351,Mid-Market,2025-06-02,3.7,1,1.0,4.0,21,207,7,13,151.5,4,3,4,4.0,45.00%,11025.0,5,"We already have a similar tool, differentiation was unclear.",onboarding new staff is painful,unclear ROI,mobile access,Archive
CPT-1352,Workflow Automation Assistant 61,Retail,Predictive Analytics,Product Manager,4,4.0,CUST-2352,SMB,2025-05-13,4.3,1,1.0,2.0,1,7,0,13,139.8,4,5,4,6.0,87.00%,39379.0,5,"Not a priority right now, but worth revisiting next quarter.",data lives in silos,integration complexity,mobile access,Archive
CPT-1353,Document Intelligence Assistant 62,FinTech,Workflow Automation,Compliance Officer,5,,CUST-2353,Startup,2025-03-05,4.5,0,0.0,2.0,12,96,9,8,88.6,3,4,5,4.0,15.00%,37063.0,8,"Not a priority right now, but worth revisiting next quarter.",forecasts are unreliable,unclear ROI,offline mode,Archive
CPT-1354,Customer Support Assistant 63,Retail,Knowledge Search,Ops Manager,4,8.0,CUST-2354,SMB,2024-07-04,7.5,1,0.0,0.0,24,99,28,49,285.9,0,8,6,8.0,54.00%,30483.0,4,"Our team was impressed with the automation, requesting a follow-up.",compliance checks are manual,none,multi-language support,MVP Build
CPT-1355,Document Intelligence Assistant 64,Manufacturing,Predictive Analytics,Product Manager,4,7.0,CUST-2355,Startup,2025-02-12,8.6,1,0.0,1.0,16,166,16,57,225.1,2,10,6,6.0,71.00%,49104.0,8,"We already have a similar tool, differentiation was unclear.",onboarding new staff is painful,integration complexity,SSO integration,MVP Build
CPT-1356,Customer Support Assistant 65,EdTech,Workflow Automation,Compliance Officer,6,6.0,CUST-2356,Mid-Market,2024-09-14,,0,0.0,4.0,19,81,11,32,0.0,3,6,5,4.0,13.00%,24919.0,2,"Not a priority right now, but worth revisiting next quarter.",too many false positives,limited vendor track record,offline mode,Archive
CPT-1357,Document Intelligence Assistant 66,FinTech,Compliance Monitoring,Frontline Agent,7,7.0,CUST-2357,Mid-Market,2025-01-25,8.3,1,0.0,2.0,30,154,28,45,265.4,1,10,6,8.0,79.00%,13255.0,3,"Not a priority right now, but worth revisiting next quarter.",reporting takes days not minutes,none,API access,MVP Build
CPT-1358,Workflow Automation Assistant 67,Healthcare,Forecasting,Executive Sponsor,3,4.0,CUST-2358,SMB,2025-04-10,1.7,0,0.0,8.0,4,19,3,18,21.8,10,3,3,5.0,54.00%,13720.0,10,"The demo saved us a lot of manual work, we'd like to see a pilot.",manual data entry is too slow,requires change management,role-based permissions,Archive
CPT-1359,Predictive Analytics Assistant 68,Legal Tech,Predictive Analytics,Compliance Officer,5,,CUST-2359,Enterprise,2025-02-20,5.5,1,1.0,1.0,22,125,8,26,115.3,4,4,6,6.0,52.00%,23154.0,5,This solves a real pain point for our operations team.,reporting takes days not minutes,integration complexity,custom workflows,Incubate
CPT-1360,Workflow Automation Assistant 69,FinTech,Predictive Analytics,Compliance Officer,4,4.0,CUST-2360,Mid-Market,2024-10-11,3.9,0,0.0,2.0,6,50,8,22,111.9,7,4,3,5.0,56.00%,35336.0,8,"The sandbox trial exceeded expectations, several teams want access.",onboarding new staff is painful,unclear ROI,mobile access,Archive
CPT-1361,Fraud Detection Assistant 70,Manufacturing,Personalization,Ops Manager,4,6.0,CUST-2361,Startup,2024-02-19,4.0,1,0.0,2.0,3,16,10,16,119.9,8,3,4,2.0,15.00%,17447.0,10,Security and compliance review would be required before adoption.,manual data entry is too slow,unclear ROI,SSO integration,Archive
CPT-1362,Personalization Assistant 71,Retail,Personalization,Frontline Agent,6,9.0,CUST-2362,Mid-Market,2024-10-28,10.0,1,0.0,2.0,19,83,30,60,300.0,0,8,9,9.0,92.00%,88982.0,4,Security and compliance review would be required before adoption.,onboarding new staff is painful,security review pending,API access,MVP Build
CPT-1363,Process Optimization Assistant 72,HR Tech,Process Optimization,IT Admin,6,,CUST-2363,Mid-Market,2024-08-02,,1,1.0,0.0,30,359,22,49,295.8,3,9,6,5.0,27.00%,12372.0,5,"We already have a similar tool, differentiation was unclear.",too many tools that don't talk to each other,none,API access,Customer Pilot
CPT-1364,Knowledge Search Assistant 73,EdTech,Fraud Detection,Executive Sponsor,6,5.0,CUST-2364,Startup,2024-11-29,6.9,1,,3.0,26,78,11,44,113.1,3,7,6,5.0,,11752.0,5,Security and compliance review would be required before adoption.,too many false positives,limited vendor track record,role-based permissions,Incubate
CPT-1365,Personalization Assistant 74,EdTech,Personalization,Small Business Owner,5,4.0,CUST-2365,Enterprise,2024-03-08,,0,1.0,3.0,9,87,2,12,158.1,4,4,4,4.0,39.00%,16544.0,6,"The demo saved us a lot of manual work, we'd like to see a pilot.",forecasts are unreliable,price too high,SSO integration,Archive
CPT-1366,Compliance Monitoring Assistant 75,Legal Tech,Document Intelligence,Product Manager,4,2.0,CUST-2366,Enterprise,2025-06-22,2.9,0,0.0,5.0,8,78,2,7,0.0,5,2,5,4.0,80.00%,10160.0,10,"The sandbox trial exceeded expectations, several teams want access.",customer response times are too slow,none,better reporting,Archive
CPT-1367,Personalization Assistant 76,Cybersecurity,Workflow Automation,Small Business Owner,5,6.0,CUST-2367,Mid-Market,2024-03-21,,1,1.0,4.0,8,53,6,5,35.3,10,3,5,7.0,58.00%,24952.0,9,"We already have a similar tool, differentiation was unclear.",lack of visibility across teams,none,mobile access,Archive
CPT-1368,Compliance Monitoring Assistant 77,FinTech,Compliance Monitoring,Data Analyst,6,8.0,CUST-2368,Enterprise,2025-03-26,8.0,1,1.0,1.0,30,356,30,49,300.0,0,7,5,7.0,83.00%,23282.0,7,"We already have a similar tool, differentiation was unclear.",forecasts are unreliable,data privacy concerns,offline mode,MVP Build
CPT-1369,Compliance Monitoring Assistant 78,HR Tech,Fraud Detection,Ops Manager,5,7.0,CUST-2369,Mid-Market,2024-01-10,7.0,1,1.0,3.0,18,135,15,39,246.6,3,6,6,4.0,66.00%,13800.0,7,"The sandbox trial exceeded expectations, several teams want access.",too many tools that don't talk to each other,unclear ROI,multi-language support,Incubate
CPT-1370,Compliance Monitoring Assistant 79,HR Tech,Forecasting,Product Manager,8,7.0,CUST-2370,SMB,2025-04-24,10.0,1,1.0,1.0,34,177,26,49,265.3,0,9,6,9.0,89.00%,40845.0,6,"The sandbox trial exceeded expectations, several teams want access.",data lives in silos,data privacy concerns,role-based permissions,MVP Build
CPT-1371,Forecasting Assistant 80,Legal Tech,Document Intelligence,IT Admin,5,5.0,CUST-2371,Enterprise,2025-05-18,4.6,1,1.0,5.0,19,215,10,18,146.0,4,4,5,6.0,,20051.0,6,"Not a priority right now, but worth revisiting next quarter.",forecasts are unreliable,limited vendor track record,custom workflows,Incubate
CPT-1372,Predictive Analytics Assistant 81,HR Tech,Forecasting,IT Admin,6,3.0,CUST-2372,Enterprise,2024-05-23,3.7,0,0.0,2.0,4,22,0,4,107.9,9,4,5,3.0,39.00%,9787.0,4,Interesting concept but we need to validate ROI before committing budget.,manual data entry is too slow,none,better reporting,Archive
CPT-1373,Workflow Automation Assistant 82,EdTech,Document Intelligence,Product Manager,5,7.0,CUST-2373,Mid-Market,2024-10-31,4.8,1,1.0,,20,193,1,30,139.7,7,4,5,3.0,72.00%,16233.0,5,This solves a real pain point for our operations team.,onboarding new staff is painful,security review pending,mobile access,Archive
CPT-1374,Document Intelligence Assistant 83,Cybersecurity,Knowledge Search,Compliance Officer,3,6.0,CUST-2374,Mid-Market,2024-02-24,2.6,1,1.0,5.0,21,243,6,22,20.2,7,2,3,6.0,,30103.0,6,"The demo saved us a lot of manual work, we'd like to see a pilot.",forecasts are unreliable,integration complexity,multi-language support,Archive
CPT-1375,Forecasting Assistant 84,FinTech,Document Intelligence,Data Analyst,3,6.0,CUST-2375,SMB,2024-05-23,6.4,0,,4.0,20,129,19,39,,2,6,8,8.0,100.00%,35604.0,5,"The sandbox trial exceeded expectations, several teams want access.",data lives in silos,security review pending,role-based permissions,Customer Pilot
CPT-1376,Personalization Assistant 85,Cybersecurity,Process Optimization,Data Analyst,6,5.0,CUST-2376,SMB,2025-01-14,5.6,0,0.0,4.0,12,105,0,18,87.2,4,6,7,4.0,15.00%,17271.0,6,"Our team was impressed with the automation, requesting a follow-up.",forecasts are unreliable,unclear ROI,custom workflows,Archive
CPT-1377,Personalization Assistant 86,Logistics,Personalization,Executive Sponsor,3,5.0,CUST-2377,Enterprise,2024-10-25,4.1,1,0.0,6.0,4,24,10,30,126.8,3,4,5,5.0,47.00%,25135.0,6,"Our team was impressed with the automation, requesting a follow-up.",reporting takes days not minutes,integration complexity,custom workflows,Archive
CPT-1378,Document Intelligence Assistant 87,Manufacturing,Process Optimization,IT Admin,5,4.0,CUST-2378,Startup,2025-02-28,5.6,1,,2.0,12,74,14,33,185.6,3,7,7,8.0,60.00%,25507.0,8,"The demo saved us a lot of manual work, we'd like to see a pilot.",data lives in silos,security review pending,multi-language support,Incubate
CPT-1379,Predictive Analytics Assistant 88,Retail,Knowledge Search,Product Manager,7,9.0,CUST-2379,SMB,2025-01-15,10.0,0,0.0,0.0,37,394,26,56,240.4,0,9,9,6.0,52.00%,40972.0,3,This solves a real pain point for our operations team.,too many false positives,none,better reporting,MVP Build
CPT-1380,Compliance Monitoring Assistant 89,FinTech,Knowledge Search,Compliance Officer,6,6.0,CUST-2380,SMB,2024-03-30,5.0,0,1.0,1.0,20,169,11,12,172.6,3,5,5,8.0,57.00%,48348.0,6,Interesting concept but we need to validate ROI before committing budget.,manual data entry is too slow,price too high,multi-language support,Incubate
CPT-1381,Customer Support Assistant 90,FinTech,Document Intelligence,Product Manager,5,9.0,CUST-2381,Mid-Market,2024-03-15,7.7,1,0.0,2.0,28,214,21,40,230.8,4,7,5,7.0,66.00%,47126.0,2,"The sandbox trial exceeded expectations, several teams want access.",onboarding new staff is painful,unclear ROI,custom workflows,MVP Build
CPT-1382,Compliance Monitoring Assistant 91,Cybersecurity,Document Intelligence,Small Business Owner,6,,CUST-2382,SMB,2024-07-18,7.6,0,0.0,0.0,27,291,14,48,198.8,2,6,7,6.0,76.00%,65375.0,6,"We already have a similar tool, differentiation was unclear.",too many false positives,none,role-based permissions,Reusable Asset
CPT-1383,Compliance Monitoring Assistant 92,Consumer Apps,Knowledge Search,Frontline Agent,4,9.0,CUST-2383,Startup,2025-03-12,7.3,0,1.0,3.0,11,120,22,50,235.4,2,7,9,9.0,,33883.0,7,"We already have a similar tool, differentiation was unclear.",reporting takes days not minutes,none,API access,Customer Pilot
CPT-1384,Predictive Analytics Assistant 93,FinTech,Forecasting,Data Analyst,3,5.0,CUST-2384,Enterprise,2024-10-30,5.2,0,0.0,4.0,14,100,8,31,97.6,6,5,5,5.0,52.00%,27590.0,6,This solves a real pain point for our operations team.,compliance checks are manual,limited vendor track record,API access,Archive
CPT-1385,Knowledge Search Assistant 94,Retail,Forecasting,Small Business Owner,6,5.0,CUST-2385,Mid-Market,2025-03-27,,0,1.0,1.0,11,56,17,17,131.0,1,5,4,7.0,,35818.0,7,"The sandbox trial exceeded expectations, several teams want access.",data lives in silos,none,offline mode,Archive
CPT-1386,Forecasting Assistant 95,Manufacturing,Customer Support,Frontline Agent,6,5.0,CUST-2386,Mid-Market,2024-10-13,4.9,0,1.0,3.0,18,192,17,34,128.4,6,6,4,6.0,51.00%,56350.0,6,"The sandbox trial exceeded expectations, several teams want access.",data lives in silos,limited vendor track record,mobile access,Archive
CPT-1387,Predictive Analytics Assistant 96,Manufacturing,Personalization,Product Manager,3,5.0,CUST-2387,Startup,2024-08-16,3.5,0,0.0,4.0,4,43,8,20,110.3,8,3,5,5.0,55.00%,38312.0,6,"The sandbox trial exceeded expectations, several teams want access.",data lives in silos,none,mobile access,Archive
CPT-1388,Knowledge Search Assistant 0,Legal Tech,Process Optimization,Frontline Agent,5,6.0,CUST-2388,Mid-Market,2024-01-18,,1,0.0,0.0,30,340,19,56,264.3,1,8,7,6.0,49.00%,7508.0,2,"The sandbox trial exceeded expectations, several teams want access.",onboarding new staff is painful,none,SSO integration,Customer Pilot
CPT-1389,Personalization Assistant 1,Cybersecurity,Forecasting,Ops Manager,3,6.0,CUST-2389,Enterprise,2024-06-07,4.4,1,0.0,,18,165,16,23,48.6,7,4,6,5.0,78.00%,26423.0,8,"The sandbox trial exceeded expectations, several teams want access.",customer response times are too slow,integration complexity,SSO integration,Incubate
CPT-1390,Workflow Automation Assistant 2,Consumer Apps,Customer Support,Small Business Owner,3,5.0,CUST-2390,Mid-Market,2025-04-01,6.1,1,1.0,,6,36,16,38,180.9,6,6,6,,39.00%,30273.0,2,"Our team was impressed with the automation, requesting a follow-up.",forecasts are unreliable,none,offline mode,Incubate
CPT-1391,Fraud Detection Assistant 3,EdTech,Process Optimization,IT Admin,4,5.0,CUST-2391,Startup,2024-06-28,3.4,0,1.0,2.0,9,98,5,14,135.7,9,4,5,5.0,48.00%,8059.0,7,"Our team was impressed with the automation, requesting a follow-up.",onboarding new staff is painful,unclear ROI,offline mode,Archive
CPT-1392,Predictive Analytics Assistant 4,Legal Tech,Personalization,Small Business Owner,3,5.0,CUST-2392,Startup,2024-09-23,5.8,0,1.0,1.0,25,260,25,49,225.7,3,5,8,6.0,,16215.0,5,Security and compliance review would be required before adoption.,forecasts are unreliable,security review pending,custom workflows,Incubate
CPT-1393,Fraud Detection Assistant 5,Cybersecurity,Fraud Detection,IT Admin,6,5.0,CUST-2393,Enterprise,2024-07-22,2.3,0,0.0,7.0,0,0,9,2,28.1,5,3,6,3.0,45.00%,19703.0,8,Security and compliance review would be required before adoption.,manual data entry is too slow,limited vendor track record,multi-language support,Archive
CPT-1394,Compliance Monitoring Assistant 6,FinTech,Workflow Automation,Small Business Owner,7,3.0,CUST-2394,Mid-Market,2025-03-26,4.2,0,0.0,2.0,19,160,0,22,166.6,8,5,4,5.0,56.00%,9399.0,4,Security and compliance review would be required before adoption.,customer response times are too slow,data privacy concerns,multi-language support,Archive
CPT-1395,Compliance Monitoring Assistant 7,Logistics,Fraud Detection,Data Analyst,3,5.0,CUST-2395,SMB,2025-05-20,4.7,0,0.0,2.0,15,156,6,28,80.4,4,4,5,6.0,63.00%,37715.0,6,Security and compliance review would be required before adoption.,data lives in silos,unclear ROI,better reporting,Archive
CPT-1396,Personalization Assistant 8,HR Tech,Fraud Detection,Compliance Officer,4,5.0,CUST-2396,Enterprise,2024-04-30,5.7,1,1.0,1.0,20,157,22,31,199.9,6,7,8,5.0,49.00%,10789.0,6,"Our team was impressed with the automation, requesting a follow-up.",manual data entry is too slow,none,SSO integration,Incubate
CPT-1397,Compliance Monitoring Assistant 9,Healthcare,Document Intelligence,IT Admin,5,5.0,CUST-2397,SMB,2024-10-29,2.2,0,0.0,4.0,14,45,6,1,0.0,7,1,3,4.0,,27075.0,5,Security and compliance review would be required before adoption.,too many tools that don't talk to each other,integration complexity,custom workflows,Archive
CPT-1398,Forecasting Assistant 10,FinTech,Predictive Analytics,IT Admin,8,5.0,CUST-2398,Enterprise,2024-03-14,6.0,0,1.0,1.0,18,173,16,33,274.2,2,6,7,7.0,79.00%,49745.0,8,"Our team was impressed with the automation, requesting a follow-up.",lack of visibility across teams,requires change management,custom workflows,Reusable Asset
CPT-1399,Process Optimization Assistant 11,Legal Tech,Knowledge Search,Executive Sponsor,4,4.0,CUST-2399,Startup,2024-11-25,2.9,0,1.0,5.0,6,71,5,15,0.0,7,3,5,,32.00%,26417.0,4,"Our team was impressed with the automation, requesting a follow-up.",too many false positives,limited vendor track record,role-based permissions,Archive
CPT-1400,Knowledge Search Assistant 12,Manufacturing,Personalization,Small Business Owner,5,6.0,CUST-2400,Mid-Market,2024-01-13,4.7,0,0.0,5.0,18,192,14,18,151.5,5,6,4,6.0,,16593.0,6,"Our team was impressed with the automation, requesting a follow-up.",customer response times are too slow,price too high,multi-language support,Archive
CPT-1401,Forecasting Assistant 13,EdTech,Compliance Monitoring,Product Manager,5,7.0,CUST-2401,SMB,2025-05-08,8.2,0,,,26,133,21,49,189.1,2,7,7,4.0,26.00%,10045.0,2,"The demo saved us a lot of manual work, we'd like to see a pilot.",too many tools that don't talk to each other,data privacy concerns,mobile access,Incubate
CPT-1402,Predictive Analytics Assistant 14,Logistics,Forecasting,Product Manager,7,6.0,CUST-2402,SMB,2024-08-29,6.4,0,1.0,1.0,20,219,23,27,250.3,3,6,7,5.0,42.00%,15948.0,5,"Not a priority right now, but worth revisiting next quarter.",reporting takes days not minutes,limited vendor track record,multi-language support,Incubate
CPT-1403,Process Optimization Assistant 15,Consumer Apps,Process Optimization,Product Manager,4,9.0,CUST-2403,SMB,2024-03-17,,1,1.0,1.0,25,221,9,52,191.6,0,8,9,6.0,89.00%,12264.0,3,This solves a real pain point for our operations team.,customer response times are too slow,unclear ROI,API access,MVP Build
CPT-1404,Customer Support Assistant 16,Consumer Apps,Workflow Automation,Executive Sponsor,6,6.0,CUST-2404,Mid-Market,2025-05-19,6.1,0,0.0,3.0,15,151,19,49,179.8,5,6,6,5.0,54.00%,6475.0,4,Interesting concept but we need to validate ROI before committing budget.,customer response times are too slow,price too high,mobile access,Reusable Asset
CPT-1405,Workflow Automation Assistant 17,Consumer Apps,Predictive Analytics,Small Business Owner,4,,CUST-2405,Startup,2024-03-24,7.9,0,0.0,1.0,22,168,21,57,86.7,1,8,7,6.0,54.00%,12423.0,3,Interesting concept but we need to validate ROI before committing budget.,customer response times are too slow,limited vendor track record,mobile access,Incubate
CPT-1406,Fraud Detection Assistant 18,EdTech,Compliance Monitoring,Small Business Owner,6,7.0,CUST-2406,SMB,2025-03-01,5.3,0,0.0,3.0,17,117,5,34,133.4,7,5,5,8.0,82.00%,13571.0,8,This solves a real pain point for our operations team.,data lives in silos,limited vendor track record,SSO integration,Customer Pilot
CPT-1407,Document Intelligence Assistant 19,Healthcare,Document Intelligence,Frontline Agent,4,3.0,CUST-2407,Enterprise,2025-01-22,2.7,1,,5.0,11,64,1,1,40.7,2,3,5,5.0,42.00%,18692.0,10,"We already have a similar tool, differentiation was unclear.",manual data entry is too slow,price too high,API access,Archive
CPT-1408,Process Optimization Assistant 20,Manufacturing,Forecasting,Data Analyst,6,4.0,CUST-2408,Mid-Market,2024-07-18,2.5,0,1.0,7.0,0,0,11,3,28.5,2,1,3,2.0,6.00%,9747.0,8,Interesting concept but we need to validate ROI before committing budget.,reporting takes days not minutes,unclear ROI,role-based permissions,Archive
CPT-1409,Fraud Detection Assistant 21,EdTech,Fraud Detection,Compliance Officer,5,3.0,CUST-2409,Mid-Market,2025-06-12,3.7,0,1.0,3.0,20,73,13,20,48.5,5,5,4,5.0,59.00%,20158.0,7,"The demo saved us a lot of manual work, we'd like to see a pilot.",compliance checks are manual,integration complexity,offline mode,Archive
CPT-1410,Personalization Assistant 22,FinTech,Personalization,Product Manager,5,,CUST-2410,Mid-Market,2024-10-13,7.1,1,1.0,6.0,12,103,18,45,108.8,3,7,4,7.0,68.00%,45152.0,5,"We already have a similar tool, differentiation was unclear.",onboarding new staff is painful,price too high,mobile access,Customer Pilot
CPT-1411,Forecasting Assistant 23,Cybersecurity,Fraud Detection,IT Admin,4,3.0,CUST-2411,Enterprise,2025-04-28,7.0,0,0.0,3.0,23,119,11,28,156.6,5,6,6,5.0,41.00%,34681.0,8,"Not a priority right now, but worth revisiting next quarter.",too many tools that don't talk to each other,security review pending,SSO integration,Archive
CPT-1412,Document Intelligence Assistant 24,Healthcare,Process Optimization,Executive Sponsor,4,7.0,CUST-2412,Mid-Market,2025-05-17,9.1,1,1.0,1.0,23,268,30,44,286.7,0,9,8,10.0,49.00%,37550.0,7,"We already have a similar tool, differentiation was unclear.",customer response times are too slow,security review pending,mobile access,MVP Build
CPT-1413,Predictive Analytics Assistant 25,Retail,Forecasting,Ops Manager,4,7.0,CUST-2413,Enterprise,2025-06-07,7.3,1,,2.0,21,218,6,42,255.8,2,7,6,8.0,48.00%,114692.0,4,"Our team was impressed with the automation, requesting a follow-up.",lack of visibility across teams,security review pending,mobile access,Customer Pilot
CPT-1414,Personalization Assistant 26,Manufacturing,Compliance Monitoring,Compliance Officer,5,2.0,CUST-2414,SMB,2024-05-02,2.8,0,0.0,5.0,5,53,4,7,23.0,8,3,4,5.0,,16377.0,6,This solves a real pain point for our operations team.,too many tools that don't talk to each other,none,mobile access,Archive
CPT-1415,Forecasting Assistant 27,EdTech,Customer Support,Executive Sponsor,7,9.0,CUST-2415,SMB,2025-01-28,8.5,1,,0.0,24,139,27,60,286.4,1,9,6,6.0,40.00%,13899.0,8,"The demo saved us a lot of manual work, we'd like to see a pilot.",compliance checks are manual,none,offline mode,MVP Build
CPT-1416,Predictive Analytics Assistant 28,Logistics,Personalization,Product Manager,5,3.0,CUST-2416,Mid-Market,2024-02-04,1.9,1,0.0,4.0,0,0,0,26,15.8,5,2,5,5.0,50.00%,15488.0,3,"The sandbox trial exceeded expectations, several teams want access.",too many false positives,none,multi-language support,Archive
CPT-1417,Process Optimization Assistant 29,HR Tech,Process Optimization,Executive Sponsor,6,6.0,CUST-2417,Enterprise,2025-03-31,7.3,0,1.0,0.0,19,127,26,48,155.6,2,8,8,6.0,56.00%,39750.0,5,This solves a real pain point for our operations team.,data lives in silos,none,SSO integration,Customer Pilot
CPT-1418,Process Optimization Assistant 30,Consumer Apps,Fraud Detection,Frontline Agent,8,7.0,CUST-2418,Mid-Market,2024-03-12,6.8,0,0.0,1.0,22,108,28,53,173.7,4,9,5,4.0,48.00%,20311.0,5,Security and compliance review would be required before adoption.,too many tools that don't talk to each other,security review pending,better reporting,Incubate
CPT-1419,Fraud Detection Assistant 31,Manufacturing,Knowledge Search,Small Business Owner,3,6.0,CUST-2419,Mid-Market,2024-03-03,5.7,1,1.0,5.0,21,217,8,32,215.2,4,6,2,5.0,26.00%,13836.0,7,"The demo saved us a lot of manual work, we'd like to see a pilot.",customer response times are too slow,integration complexity,custom workflows,Archive
CPT-1420,Forecasting Assistant 32,Healthcare,Customer Support,Ops Manager,4,4.0,CUST-2420,Mid-Market,2024-07-30,3.8,0,0.0,4.0,6,29,0,19,132.3,5,4,5,3.0,14.00%,25910.0,7,Interesting concept but we need to validate ROI before committing budget.,lack of visibility across teams,integration complexity,custom workflows,Archive
CPT-1421,Process Optimization Assistant 33,Cybersecurity,Process Optimization,Frontline Agent,5,,CUST-2421,Mid-Market,2024-03-04,5.4,1,1.0,1.0,16,90,0,11,218.1,5,6,8,7.0,81.00%,25354.0,5,"The demo saved us a lot of manual work, we'd like to see a pilot.",forecasts are unreliable,unclear ROI,offline mode,Incubate
CPT-1422,Compliance Monitoring Assistant 34,Legal Tech,Customer Support,Small Business Owner,4,3.0,CUST-2422,Startup,2025-01-01,4.4,1,1.0,4.0,9,67,8,27,140.9,3,4,5,6.0,67.00%,22860.0,8,This solves a real pain point for our operations team.,manual data entry is too slow,data privacy concerns,offline mode,Archive
CPT-1423,Compliance Monitoring Assistant 35,Legal Tech,Personalization,Data Analyst,4,4.0,CUST-2423,Mid-Market,2025-06-13,6.6,0,1.0,2.0,22,92,8,36,218.0,4,7,6,6.0,52.00%,32757.0,7,This solves a real pain point for our operations team.,customer response times are too slow,none,mobile access,Archive
CPT-1424,Customer Support Assistant 36,Legal Tech,Document Intelligence,Frontline Agent,7,4.0,CUST-2424,Mid-Market,2025-01-05,5.0,1,1.0,3.0,14,61,4,40,166.0,1,4,6,3.0,32.00%,13307.0,7,"We already have a similar tool, differentiation was unclear.",too many false positives,requires change management,multi-language support,Archive
CPT-1425,Predictive Analytics Assistant 37,Cybersecurity,Document Intelligence,Data Analyst,4,,CUST-2425,Startup,2024-05-11,4.7,0,1.0,5.0,23,227,12,30,220.2,3,5,8,7.0,53.00%,30845.0,5,"Our team was impressed with the automation, requesting a follow-up.",compliance checks are manual,requires change management,role-based permissions,Archive
CPT-1426,Compliance Monitoring Assistant 38,Retail,Process Optimization,Executive Sponsor,6,8.0,CUST-2426,Mid-Market,2024-12-20,9.6,0,0.0,0.0,20,230,30,58,,0,9,8,8.0,86.00%,32791.0,4,Interesting concept but we need to validate ROI before committing budget.,manual data entry is too slow,none,offline mode,MVP Build
CPT-1427,Document Intelligence Assistant 39,HR Tech,Fraud Detection,IT Admin,6,8.0,CUST-2427,Enterprise,2024-05-26,7.4,1,1.0,,33,393,22,47,,0,7,4,8.0,62.00%,68325.0,5,"Our team was impressed with the automation, requesting a follow-up.",customer response times are too slow,none,SSO integration,Customer Pilot
