Concept ID,Concept Name,Industry,Problem Area,Target User,Segment,Delivery Complexity (1-10),Strategic Fit (1-10),Feedback Score (1-10),Objections Count,Decision Maker Present,Follow-Up Requested,Trial Sessions,Feature Clicks,Repeat Usage Days,Active Users,Time Spent (min),Abandoned Features,Pilot Interest (1-10),Urgency Score (1-10),Budget Signal (1-10),Willingness To Pay (%),Expected Value ($),Implementation Risk (1-10),Engagement Score (%),Demand Intensity (%),Revenue Potential (%),Feasibility Score (%),Strategic Alignment (%),Repeatability Score (%),Confidence Indicator (%),Commercial Outcome
CPT-1386,Forecasting Assistant 95,Manufacturing,Customer Support,Frontline Agent,Mid-Market,6,5.0,4.9,3.0,1.0,0,18,192,17,34,128.4,6,6,4,6.0,51.00%,56350.0,6,47.00%,32.00%,50.00%,38.00%,67.00%,56.00%,53.00%,Archive
CPT-1387,Predictive Analytics Assistant 96,Manufacturing,Personalization,Product Manager,Startup,3,5.0,3.5,4.0,0.0,0,4,43,8,20,110.3,8,3,5,5.0,55.00%,38312.0,6,30.00%,22.00%,40.00%,68.00%,27.00%,29.00%,38.00%,Archive
CPT-1388,Knowledge Search Assistant 0,Legal Tech,Process Optimization,Frontline Agent,Mid-Market,5,6.0,5.05,0.0,0.0,1,30,340,19,56,264.3,1,8,7,6.0,49.00%,7508.0,2,63.00%,81.00%,27.00%,66.00%,33.00%,78.00%,95.00%,Customer Pilot
CPT-1389,Personalization Assistant 1,Cybersecurity,Forecasting,Ops Manager,Enterprise,3,6.0,4.4,3.0,0.0,1,18,165,16,23,48.6,7,4,6,5.0,78.00%,26423.0,8,36.00%,60.00%,42.00%,59.00%,33.00%,45.00%,48.00%,Incubate
CPT-1390,Workflow Automation Assistant 2,Consumer Apps,Customer Support,Small Business Owner,Mid-Market,3,5.0,6.1,1.0,1.0,1,6,36,16,38,180.9,6,6,6,5.0,39.00%,30273.0,2,57.00%,69.00%,32.00%,86.00%,67.00%,58.00%,64.00%,Incubate
CPT-1391,Fraud Detection Assistant 3,EdTech,Process Optimization,IT Admin,Startup,4,5.0,3.4,2.0,1.0,0,9,98,5,14,135.7,9,4,5,5.0,48.00%,8059.0,7,29.00%,27.00%,25.00%,53.00%,67.00%,19.00%,44.00%,Archive
CPT-1392,Predictive Analytics Assistant 4,Legal Tech,Personalization,Small Business Owner,Startup,3,5.0,5.8,1.0,1.0,0,25,260,25,49,225.7,3,5,8,6.0,52.00%,16215.0,5,69.00%,41.00%,32.00%,72.00%,67.00%,82.00%,79.00%,Incubate
CPT-1393,Fraud Detection Assistant 5,Cybersecurity,Fraud Detection,IT Admin,Enterprise,6,5.0,2.3,7.0,0.0,0,0,0,9,2,28.1,5,3,6,3.0,45.00%,19703.0,8,18.00%,26.00%,25.00%,29.00%,27.00%,16.00%,36.00%,Archive
CPT-1394,Compliance Monitoring Assistant 6,FinTech,Workflow Automation,Small Business Owner,Mid-Market,7,3.0,4.2,2.0,0.0,0,19,160,0,22,166.6,8,5,4,5.0,56.00%,9399.0,4,31.00%,28.00%,28.00%,37.00%,13.00%,18.00%,49.00%,Archive
CPT-1395,Compliance Monitoring Assistant 7,Logistics,Fraud Detection,Data Analyst,SMB,3,5.0,4.7,2.0,0.0,0,15,156,6,28,80.4,4,4,5,6.0,63.00%,37715.0,6,30.00%,27.00%,45.00%,68.00%,27.00%,33.00%,69.00%,Archive
CPT-1396,Personalization Assistant 8,HR Tech,Fraud Detection,Compliance Officer,Enterprise,4,5.0,5.7,1.0,1.0,1,20,157,22,31,199.9,6,7,8,5.0,49.00%,10789.0,6,63.00%,80.00%,26.00%,58.00%,67.00%,62.00%,64.00%,Incubate
CPT-1397,Compliance Monitoring Assistant 9,Healthcare,Document Intelligence,IT Admin,SMB,5,5.0,2.2,4.0,0.0,0,14,45,6,1,0.0,7,1,3,4.0,44.00%,27075.0,5,11.00%,7.00%,30.00%,52.00%,27.00%,10.00%,43.00%,Archive
CPT-1398,Forecasting Assistant 10,FinTech,Predictive Analytics,IT Admin,Enterprise,8,5.0,6.0,1.0,1.0,0,18,173,16,33,274.2,2,6,7,7.0,79.00%,49745.0,8,66.00%,42.00%,57.00%,9.00%,67.00%,54.00%,84.00%,Reusable Asset
CPT-1399,Process Optimization Assistant 11,Legal Tech,Knowledge Search,Executive Sponsor,Startup,4,4.0,2.9,5.0,1.0,0,6,71,5,15,0.0,7,3,5,5.5,32.00%,26417.0,4,13.00%,22.00%,29.00%,67.00%,60.00%,20.00%,37.00%,Archive
CPT-1400,Knowledge Search Assistant 12,Manufacturing,Personalization,Small Business Owner,Mid-Market,5,6.0,4.7,5.0,0.0,0,18,192,14,18,151.5,5,6,4,6.0,52.00%,16593.0,6,46.00%,32.00%,32.00%,48.00%,33.00%,38.00%,47.00%,Archive
CPT-1401,Forecasting Assistant 13,EdTech,Compliance Monitoring,Product Manager,SMB,5,7.0,8.2,2.0,0.0,0,26,133,21,49,189.1,2,7,7,4.0,26.00%,10045.0,2,72.00%,47.00%,17.00%,66.00%,40.00%,76.00%,79.00%,Incubate
CPT-1402,Predictive Analytics Assistant 14,Logistics,Forecasting,Product Manager,SMB,7,6.0,6.4,1.0,1.0,0,20,219,23,27,250.3,3,6,7,5.0,42.00%,15948.0,5,72.00%,42.00%,27.00%,32.00%,73.00%,60.00%,79.00%,Incubate
CPT-1403,Process Optimization Assistant 15,Consumer Apps,Process Optimization,Product Manager,SMB,4,9.0,6.95,1.0,1.0,1,25,221,9,52,191.6,0,8,9,6.0,89.00%,12264.0,3,55.00%,88.00%,41.00%,71.00%,93.00%,58.00%,94.00%,MVP Build
CPT-1404,Customer Support Assistant 16,Consumer Apps,Workflow Automation,Executive Sponsor,Mid-Market,6,6.0,6.1,3.0,0.0,0,15,151,19,49,179.8,5,6,6,5.0,54.00%,6475.0,4,60.00%,39.00%,26.00%,47.00%,33.00%,72.00%,58.00%,Reusable Asset
CPT-1405,Workflow Automation Assistant 17,Consumer Apps,Predictive Analytics,Small Business Owner,Startup,4,7.0,7.9,1.0,0.0,0,22,168,21,57,86.7,1,8,7,6.0,54.00%,12423.0,3,60.00%,51.00%,31.00%,71.00%,40.00%,82.00%,89.00%,Incubate
CPT-1406,Fraud Detection Assistant 18,EdTech,Compliance Monitoring,Small Business Owner,SMB,6,7.0,5.3,3.0,0.0,0,17,117,5,34,133.4,7,5,5,8.0,82.00%,13571.0,8,37.00%,31.00%,44.00%,29.00%,40.00%,36.00%,48.00%,Customer Pilot
CPT-1407,Document Intelligence Assistant 19,Healthcare,Document Intelligence,Frontline Agent,Enterprise,4,3.0,2.7,5.0,0.0,1,11,64,1,1,40.7,2,3,5,5.0,42.00%,18692.0,10,13.00%,52.00%,28.00%,40.00%,13.00%,2.00%,62.00%,Archive
CPT-1408,Process Optimization Assistant 20,Manufacturing,Forecasting,Data Analyst,Mid-Market,6,4.0,2.5,7.0,1.0,0,0,0,11,3,28.5,2,1,3,2.0,6.00%,9747.0,8,21.00%,7.00%,6.00%,29.00%,60.00%,20.00%,51.00%,Archive
CPT-1409,Fraud Detection Assistant 21,EdTech,Fraud Detection,Compliance Officer,Mid-Market,5,3.0,3.7,3.0,1.0,0,20,73,13,20,48.5,5,5,4,5.0,59.00%,20158.0,7,30.00%,28.00%,34.00%,43.00%,53.00%,38.00%,58.00%,Archive
CPT-1410,Personalization Assistant 22,FinTech,Personalization,Product Manager,Mid-Market,5,6.0,7.1,6.0,1.0,1,12,103,18,45,108.8,3,7,4,7.0,68.00%,45152.0,5,56.00%,67.00%,52.00%,52.00%,73.00%,67.00%,52.00%,Customer Pilot
CPT-1411,Forecasting Assistant 23,Cybersecurity,Fraud Detection,IT Admin,Enterprise,4,3.0,7.0,3.0,0.0,0,23,119,11,28,156.6,5,6,6,5.0,41.00%,34681.0,8,53.00%,39.00%,35.00%,49.00%,13.00%,41.00%,58.00%,Archive
CPT-1412,Document Intelligence Assistant 24,Healthcare,Process Optimization,Executive Sponsor,Mid-Market,4,7.0,9.1,1.0,1.0,1,23,268,30,44,286.7,0,9,8,10.0,49.00%,37550.0,7,95.00%,89.00%,49.00%,53.00%,80.00%,86.00%,94.00%,MVP Build
CPT-1413,Predictive Analytics Assistant 25,Retail,Forecasting,Ops Manager,Enterprise,4,7.0,7.3,2.0,0.0,1,21,218,6,42,255.8,2,7,6,8.0,48.00%,114692.0,4,60.00%,73.00%,79.00%,67.00%,40.00%,45.00%,79.00%,Customer Pilot
CPT-1414,Personalization Assistant 26,Manufacturing,Compliance Monitoring,Compliance Officer,SMB,5,2.0,2.8,5.0,0.0,0,5,53,4,7,23.0,8,3,4,5.0,52.00%,16377.0,6,14.00%,19.00%,30.00%,48.00%,7.00%,12.00%,32.00%,Archive
CPT-1415,Forecasting Assistant 27,EdTech,Customer Support,Executive Sponsor,SMB,7,9.0,8.5,0.0,0.0,1,24,139,27,60,286.4,1,9,6,6.0,40.00%,13899.0,8,89.00%,82.00%,27.00%,19.00%,53.00%,95.00%,95.00%,MVP Build
CPT-1416,Predictive Analytics Assistant 28,Logistics,Personalization,Product Manager,Mid-Market,5,3.0,1.9,4.0,0.0,1,0,0,0,26,15.8,5,2,5,5.0,50.00%,15488.0,3,6.00%,48.00%,29.00%,61.00%,13.00%,21.00%,53.00%,Archive
CPT-1417,Process Optimization Assistant 29,HR Tech,Process Optimization,Executive Sponsor,Enterprise,6,6.0,7.3,0.0,1.0,0,19,127,26,48,155.6,2,8,8,6.0,56.00%,39750.0,5,70.00%,54.00%,44.00%,42.00%,73.00%,83.00%,90.00%,Customer Pilot
CPT-1418,Process Optimization Assistant 30,Consumer Apps,Fraud Detection,Frontline Agent,Mid-Market,8,7.0,6.8,1.0,0.0,0,22,108,28,53,173.7,4,9,5,4.0,48.00%,20311.0,5,71.00%,49.00%,28.00%,22.00%,40.00%,91.00%,74.00%,Incubate
CPT-1419,Fraud Detection Assistant 31,Manufacturing,Knowledge Search,Small Business Owner,Mid-Market,3,6.0,5.7,5.0,1.0,1,21,217,8,32,215.2,4,6,2,5.0,26.00%,13836.0,7,50.00%,56.00%,21.00%,63.00%,73.00%,40.00%,52.00%,Archive
CPT-1420,Forecasting Assistant 32,Healthcare,Customer Support,Ops Manager,Mid-Market,4,4.0,3.8,4.0,0.0,0,6,29,0,19,132.3,5,4,5,3.0,14.00%,25910.0,7,26.00%,27.00%,18.00%,53.00%,20.00%,15.00%,53.00%,Archive
CPT-1421,Process Optimization Assistant 33,Cybersecurity,Process Optimization,Frontline Agent,Mid-Market,5,6.0,5.4,1.0,1.0,1,16,90,0,11,218.1,5,6,8,7.0,81.00%,25354.0,5,41.00%,76.00%,47.00%,52.00%,73.00%,8.00%,69.00%,Incubate
CPT-1422,Compliance Monitoring Assistant 34,Legal Tech,Customer Support,Small Business Owner,Startup,4,3.0,4.4,4.0,1.0,1,9,67,8,27,140.9,3,4,5,6.0,67.00%,22860.0,8,37.00%,57.00%,39.00%,49.00%,53.00%,35.00%,63.00%,Archive
CPT-1423,Compliance Monitoring Assistant 35,Legal Tech,Personalization,Data Analyst,Mid-Market,4,4.0,6.6,2.0,1.0,0,22,92,8,36,218.0,4,7,6,6.0,52.00%,32757.0,7,55.00%,43.00%,39.00%,53.00%,60.00%,43.00%,69.00%,Archive
CPT-1424,Customer Support Assistant 36,Legal Tech,Document Intelligence,Frontline Agent,Mid-Market,7,4.0,5.0,3.0,1.0,1,14,61,4,40,166.0,1,4,6,3.0,32.00%,13307.0,7,38.00%,60.00%,18.00%,23.00%,60.00%,40.00%,78.00%,Archive
CPT-1425,Predictive Analytics Assistant 37,Cybersecurity,Document Intelligence,Data Analyst,Startup,4,6.0,4.7,5.0,1.0,0,23,227,12,30,220.2,3,5,8,7.0,53.00%,30845.0,5,50.00%,41.00%,41.00%,62.00%,73.00%,45.00%,57.00%,Archive
CPT-1426,Compliance Monitoring Assistant 38,Retail,Process Optimization,Executive Sponsor,Mid-Market,6,8.0,9.6,0.0,0.0,0,20,230,30,58,203.8,0,9,8,8.0,86.00%,32791.0,4,89.00%,59.00%,54.00%,47.00%,47.00%,98.00%,100.00%,MVP Build
CPT-1427,Document Intelligence Assistant 39,HR Tech,Fraud Detection,IT Admin,Enterprise,6,8.0,7.4,3.0,1.0,1,33,393,22,47,161.2,0,7,4,8.0,62.00%,68325.0,5,67.00%,67.00%,63.00%,42.00%,87.00%,76.00%,83.00%,Customer Pilot
CPT-1428,Fraud Detection Assistant 40,Healthcare,Process Optimization,Data Analyst,Mid-Market,7,2.0,3.8,3.0,0.0,0,19,207,3,21,166.0,4,4,3,7.0,55.00%,15103.0,8,32.00%,20.00%,34.00%,19.00%,7.00%,22.00%,63.00%,Archive
CPT-1429,Knowledge Search Assistant 41,EdTech,Forecasting,IT Admin,Mid-Market,6,5.0,2.4,8.0,0.0,1,0,0,7,17,48.6,8,2,1,5.0,42.00%,20338.0,4,18.00%,34.00%,28.00%,47.00%,27.00%,25.00%,16.00%,Archive
CPT-1430,Process Optimization Assistant 42,Legal Tech,Process Optimization,Data Analyst,Enterprise,4,2.0,3.3,6.0,0.0,0,10,117,16,19,0.0,10,4,3,4.0,14.00%,16799.0,7,26.00%,20.00%,16.00%,53.00%,7.00%,42.00%,17.00%,Archive
CPT-1431,Forecasting Assistant 43,FinTech,Knowledge Search,Data Analyst,Mid-Market,6,8.0,7.6,3.0,0.0,1,33,369,19,39,256.4,1,8,5,9.0,100.00%,40557.0,8,74.00%,74.00%,64.00%,29.00%,47.00%,64.00%,78.00%,MVP Build
CPT-1432,Workflow Automation Assistant 44,HR Tech,Forecasting,Frontline Agent,SMB,2,6.0,6.7,1.0,0.0,1,20,77,21,42,169.9,3,7,6,4.0,77.00%,24934.0,3,63.00%,73.00%,39.00%,91.00%,33.00%,70.00%,79.00%,Customer Pilot
CPT-1433,Personalization Assistant 45,HR Tech,Personalization,Data Analyst,Startup,6,5.0,5.8,3.0,0.0,0,23,80,12,38,60.7,3,7,5,4.0,46.00%,14394.0,8,39.00%,40.00%,25.00%,29.00%,27.00%,51.00%,68.00%,Archive
CPT-1434,Workflow Automation Assistant 46,Logistics,Workflow Automation,Small Business Owner,SMB,3,3.0,1.6,3.0,1.0,0,4,41,9,1,0.0,7,2,4,4.0,38.00%,21163.0,6,12.00%,14.00%,25.00%,68.00%,53.00%,15.00%,48.00%,Archive
CPT-1435,Forecasting Assistant 47,HR Tech,Forecasting,IT Admin,Mid-Market,7,3.0,3.3,2.0,1.0,0,6,20,12,6,161.2,6,3,5,3.0,36.00%,25930.0,4,38.00%,22.00%,25.00%,37.00%,53.00%,24.00%,59.00%,Archive
CPT-1436,Process Optimization Assistant 48,Healthcare,Fraud Detection,IT Admin,Mid-Market,6,6.0,6.5,3.0,0.0,0,25,106,16,42,187.1,4,5,6,7.0,51.00%,82603.0,7,59.00%,34.00%,64.00%,33.00%,33.00%,61.00%,63.00%,Reusable Asset
CPT-1437,Personalization Assistant 49,Consumer Apps,Predictive Analytics,Data Analyst,Enterprise,6,9.0,7.7,0.0,1.0,1,19,94,24,47,224.0,3,8,7,8.0,66.00%,10831.0,1,76.00%,81.00%,38.00%,60.00%,93.00%,79.00%,85.00%,MVP Build
CPT-1438,Customer Support Assistant 50,Healthcare,Knowledge Search,Ops Manager,Startup,4,6.0,6.5,2.0,1.0,1,18,149,12,48,121.8,3,7,3,7.0,77.00%,24539.0,5,49.00%,63.00%,45.00%,62.00%,73.00%,60.00%,74.00%,Incubate
CPT-1439,Knowledge Search Assistant 51,Legal Tech,Compliance Monitoring,Frontline Agent,Mid-Market,3,5.0,6.9,3.0,0.0,0,19,71,15,28,208.2,4,6,6,5.0,100.00%,48440.0,6,62.00%,39.00%,59.00%,68.00%,27.00%,48.00%,63.00%,Incubate
CPT-1440,Forecasting Assistant 52,HR Tech,Customer Support,Ops Manager,SMB,3,7.0,6.0,3.0,1.0,0,30,114,16,31,125.8,6,5,7,6.0,55.00%,37333.0,2,51.00%,38.00%,42.00%,86.00%,80.00%,52.00%,53.00%,Incubate
CPT-1441,Document Intelligence Assistant 53,Logistics,Workflow Automation,Ops Manager,Mid-Market,7,7.0,6.9,1.0,0.0,1,22,80,15,40,85.5,3,8,5,5.0,34.00%,30560.0,7,50.00%,74.00%,31.00%,23.00%,40.00%,58.00%,79.00%,Reusable Asset
CPT-1442,Process Optimization Assistant 54,EdTech,Document Intelligence,Product Manager,Startup,6,5.0,5.9,6.0,0.0,0,21,220,18,36,140.75,4,6,5,6.0,72.00%,30569.0,5,54.00%,36.00%,44.00%,42.00%,27.00%,60.00%,47.00%,Archive
CPT-1443,Predictive Analytics Assistant 55,Manufacturing,Knowledge Search,Product Manager,Startup,4,4.0,4.8,2.0,0.0,1,17,88,6,12,0.0,9,4,4,5.0,52.00%,34507.0,6,23.00%,53.00%,38.00%,58.00%,20.00%,19.00%,44.00%,Archive
CPT-1444,Predictive Analytics Assistant 56,Manufacturing,Process Optimization,Compliance Officer,SMB,2,4.0,6.1,2.0,1.0,1,30,307,25,25,172.8,4,5,7,5.0,76.00%,65959.0,3,65.00%,68.00%,59.00%,91.00%,60.00%,62.00%,69.00%,Incubate
CPT-1445,Workflow Automation Assistant 57,Healthcare,Compliance Monitoring,Executive Sponsor,SMB,3,5.0,2.4,6.0,0.0,0,0,0,0,11,1.3,3,2,4,3.0,13.00%,8941.0,5,6.00%,14.00%,10.00%,72.00%,27.00%,8.00%,52.00%,Archive
CPT-1446,Forecasting Assistant 58,Manufacturing,Forecasting,Frontline Agent,SMB,7,4.0,1.0,9.0,1.0,0,0,0,0,1,0.0,10,1,5,4.0,39.00%,14365.0,7,0.00%,13.00%,23.00%,23.00%,60.00%,0.00%,0.00%,Archive
CPT-1447,Fraud Detection Assistant 59,Cybersecurity,Knowledge Search,Compliance Officer,Enterprise,6,5.0,3.4,2.0,1.0,0,11,45,0,16,40.0,3,4,4,8.0,26.00%,19459.0,6,15.00%,23.00%,30.00%,38.00%,67.00%,13.00%,74.00%,Archive
CPT-1448,Workflow Automation Assistant 60,Healthcare,Predictive Analytics,Product Manager,Mid-Market,7,4.0,3.6,3.0,1.0,0,17,111,13,39,141.0,8,4,5,5.0,31.00%,17805.0,8,39.00%,27.00%,24.00%,19.00%,60.00%,54.00%,43.00%,Archive
CPT-1449,Knowledge Search Assistant 61,Consumer Apps,Knowledge Search,Ops Manager,SMB,6,5.0,7.0,5.0,1.0,1,19,199,15,41,160.5,5,7,5,6.0,56.00%,60406.0,3,58.00%,70.00%,53.00%,51.00%,67.00%,59.00%,47.00%,Reusable Asset
CPT-1450,Personalization Assistant 62,FinTech,Knowledge Search,IT Admin,Enterprise,7,6.0,2.4,8.0,0.0,0,7,69,1,1,38.8,10,3,3,6.0,49.00%,17679.0,5,11.00%,16.00%,32.00%,32.00%,33.00%,2.00%,6.00%,Archive
CPT-1451,Customer Support Assistant 63,Manufacturing,Forecasting,Compliance Officer,Mid-Market,3,4.0,5.25,6.0,0.0,0,17,121,10,30,88.4,2,6,5,5.0,72.00%,19665.0,3,38.00%,36.00%,37.00%,81.00%,20.00%,41.00%,57.00%,Archive
CPT-1452,Customer Support Assistant 64,Retail,Forecasting,Frontline Agent,Enterprise,4,8.0,8.3,3.0,1.0,0,32,342,25,38,294.9,3,8,6,8.0,52.00%,46613.0,2,87.00%,48.00%,50.00%,76.00%,87.00%,73.00%,68.00%,Customer Pilot
CPT-1453,Customer Support Assistant 65,Logistics,Customer Support,Product Manager,SMB,5,4.0,3.3,4.0,1.0,1,11,51,12,28,118.9,4,3,5,5.0,50.00%,8666.0,8,34.00%,52.00%,26.00%,39.00%,60.00%,43.00%,58.00%,Archive
CPT-1454,Process Optimization Assistant 66,Manufacturing,Document Intelligence,Executive Sponsor,Enterprise,6,8.0,9.2,2.0,0.0,1,28,209,27,44,199.5,0,10,6,5.0,73.00%,57099.0,7,83.00%,87.00%,54.00%,33.00%,47.00%,81.00%,89.00%,MVP Build
CPT-1455,Personalization Assistant 67,Consumer Apps,Workflow Automation,Small Business Owner,Mid-Market,4,7.0,5.2,3.0,0.0,1,15,154,4,28,146.9,6,4,8,3.0,31.00%,13108.0,4,37.00%,67.00%,17.00%,67.00%,40.00%,30.00%,53.00%,Archive
CPT-1456,Predictive Analytics Assistant 68,Logistics,Knowledge Search,IT Admin,SMB,4,5.0,8.4,0.0,0.0,0,40,323,16,36,275.2,0,10,6,5.0,84.00%,61778.0,5,76.00%,57.00%,60.00%,62.00%,27.00%,56.00%,100.00%,Incubate
CPT-1457,Forecasting Assistant 69,Legal Tech,Customer Support,Data Analyst,SMB,6,5.0,7.1,0.0,1.0,1,22,246,10,53,138.2,2,7,4,6.0,50.00%,21664.0,7,51.00%,67.00%,34.00%,33.00%,67.00%,61.00%,90.00%,Reusable Asset
CPT-1458,Forecasting Assistant 70,Logistics,Fraud Detection,Product Manager,Enterprise,5,4.0,2.5,1.0,0.0,1,15,76,5,14,46.7,5,3,6,5.0,53.00%,115798.18,5,16.00%,56.00%,75.00%,52.00%,20.00%,19.00%,69.00%,Archive
CPT-1459,Customer Support Assistant 71,Manufacturing,Predictive Analytics,Frontline Agent,SMB,6,4.0,4.0,2.0,1.0,0,17,55,4,22,99.8,7,3,6,4.0,12.00%,8491.0,6,27.00%,26.00%,12.00%,38.00%,60.00%,24.00%,54.00%,Archive
